,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
11836,Landesstrasse,9. Mrz.,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,850,Auto,Regen
11837,nicht klassifiziert,10-Dec-10,29,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1810,Auto,Gut
11838,Bundesstrasse,22. Feb.,40,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1415,Bus,Gut
11839,Bundesstrasse,22. Nov.,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1255,Taxi,Gut
11840,Bundesstrasse,6. Nov.,83,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1005,Auto,Gut
11841,nicht klassifiziert,18. Apr.,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1632,Fahrrad,Gut
11842,nicht klassifiziert,26. Aug.,19,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,2100,Auto,Gut
11843,nicht klassifiziert,18-Dec-09,15,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost / Eis,weiblich,1107,Auto,Schnee
11844,nicht klassifiziert,08-May-12,55,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1825,Auto,Gut
11845,nicht klassifiziert,24. Jun.,31,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,510,Auto,Gut
11846,nicht klassifiziert,4. Feb.,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1240,Auto,Gut
11847,Autobahn,4. Aug.,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,2030,Auto,Gut
11848,Bundesstrasse,30-May-09,34,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1730,Mottorrad (500cc),Gut
11849,Bundesstrasse,08-Dec-12,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1340,Fahrrad,Gut
11850,Bundesstrasse,15-Dec-09,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,männlich,1520,Auto,Gut
11851,Bundesstrasse,20. Nov.,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,nass / feucht,männlich,1825,Auto,Gut
11852,Bundesstrasse,14. Jul.,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1320,Auto,Gut
11853,nicht klassifiziert,19. Jul.,76,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,930,Bus,Gut
11854,Bundesstrasse,15. Nov.,42,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1635,Fahrrad,Gut
11855,Bundesstrasse,30. Sep.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1830,Auto,Gut
11856,Bundesstrasse,25-Oct-12,46,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,männlich,1315,Kleinbus,Gut
11857,Landesstrasse,21. Dez.,10,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,weiblich,2212,Auto,Gut (starker Wind)
11858,nicht klassifiziert,11. Jan.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,1035,Auto,Gut
11859,Bundesstrasse,12. Okt.,15,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,weiblich,25,Auto,Gut
11860,Bundesstrasse,3. Apr.,5,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1225,Auto,Gut
11861,nicht klassifiziert,25. Aug.,27,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,1748,Auto,Gut
11862,Bundesstrasse,15. Sep.,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1042,Mottorrad (50cc),Gut
11863,nicht klassifiziert,19-Oct-11,55,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1400,Auto,Gut
11864,nicht klassifiziert,28. Feb.,31,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,2,trocken,weiblich,2035,Auto,Gut
11865,nicht klassifiziert,08-Mar-11,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1620,Mottorrad,Gut
11866,nicht klassifiziert,14. Sep.,61,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,809,Taxi,Gut
11867,Bundesstrasse,23. Jun.,33,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1748,Auto,Gut
11868,nicht klassifiziert,03-Dec-09,11,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1505,Bus,Gut
11869,Autobahn,4. Jun.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,weiblich,1725,Auto,Gut
11870,Bundesstrasse,6. Nov.,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1145,Mottorrad,Gut
11871,nicht klassifiziert,16. Dez.,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,850,Auto,Gut
11872,nicht klassifiziert,22. Sep.,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,520,Auto,Gut
11873,nicht klassifiziert,22. Aug.,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1905,Auto,Gut
11874,Bundesstrasse,1. Aug.,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1900,Auto,Gut
11875,nicht klassifiziert,10. Aug.,40,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,weiblich,1315,Bus,Regen (starker Wind)
11876,Bundesstrasse,29. Feb.,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,715,Fahrrad,Gut
11877,Bundesstrasse,27. Dez.,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,Frost / Eis,weiblich,1955,Auto,Regen
11878,Autobahn,3. Aug.,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1800,Auto,Gut
11879,Bundesstrasse,14. Jan.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,nass / feucht,männlich,1025,Auto,Gut
11880,nicht klassifiziert,4. Sep.,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,728,Auto,Gut
11881,Bundesstrasse,3. Feb.,29,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Schnee,weiblich,915,Auto,Gut
11882,Bundesstrasse,15. Apr.,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1140,Auto,Gut
11883,nicht klassifiziert,13. Mai.,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,953,Taxi,Gut
11884,Bundesstrasse,1. Nov.,49,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,753,Fahrrad,Gut
11885,Autobahn,19-Oct-12,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1414,Auto,Gut
11886,Bundesstrasse,24. Jun.,39,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1113,Auto,Gut
11887,Bundesstrasse,21. Jul.,7,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,945,Auto,Gut
11888,Bundesstrasse,8. Apr.,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1620,Fahrrad,Gut
11889,Autobahn,14. Okt.,47,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1815,Auto,Regen
11890,Bundesstrasse,10. Feb.,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,1745,Transporter,Gut
11891,nicht klassifiziert,07-May-11,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,825,Fahrrad,Gut
11892,nicht klassifiziert,14-Dec-11,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,2215,Auto,Gut
11893,Bundesstrasse,15. Nov.,72,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1540,Auto,Gut
11894,Bundesstrasse,23. Aug.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1000,Fahrrad,Gut
11895,Bundesstrasse,31-Oct-12,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1700,Auto,Gut
11896,nicht klassifiziert,3. Jun.,9,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1830,Fahrrad,Gut
11897,Autobahn,20. Nov.,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,845,Auto,Gut
11898,Bundesstrasse,04-Dec-09,42,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1041,Auto,Gut
11899,Landesstrasse,5. Dez.,89,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1136,Bus,Gut
11900,nicht klassifiziert,26. Apr.,52,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2000,Bus,Gut
11901,Bundesstrasse,4. Apr.,15,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1105,Auto,Gut
11902,nicht klassifiziert,27. Jul.,81,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,4,trocken,weiblich,1853,Auto,Gut
11903,nicht klassifiziert,29. Jun.,10,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,810,Auto,Gut
11904,Bundesstrasse,15. Mai.,35,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,7,2,trocken,weiblich,1740,Auto,Gut
11905,Landesstrasse,12. Nov.,34,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1915,Auto,Gut
11906,nicht klassifiziert,24. Nov.,10,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,835,Auto,Gut
11907,nicht klassifiziert,21. Aug.,31,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1900,Kleinbus,Gut
11908,nicht klassifiziert,20. Okt.,19,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,215,Auto,Regen
11909,nicht klassifiziert,30-Mar-10,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1145,Auto,Gut
11910,Bundesstrasse,15. Dez.,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,männlich,2145,Auto,Gut
11911,nicht klassifiziert,29. Jan.,79,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1140,Auto,Gut
11912,Bundesstrasse,4. Okt.,26,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1430,Taxi,Regen
11913,nicht klassifiziert,15. Jun.,13,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1515,Fahrrad,Gut
11914,nicht klassifiziert,21-May-09,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,915,Bus,Gut
11915,Bundesstrasse,5. Aug.,75,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1450,Auto,Gut
11916,Bundesstrasse,26. Okt.,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,7,2,trocken,weiblich,29,Auto,Gut
11917,nicht klassifiziert,12. Nov.,41,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,1615,Transporter,Gut
11918,nicht klassifiziert,6. Jun.,36,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1330,Auto,Gut
11919,Bundesstrasse,21. Nov.,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,730,Auto,Gut
11920,Bundesstrasse,11. Apr.,60,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1535,Bus,Gut
11921,nicht klassifiziert,30. Jan.,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1243,Auto,Regen (starker Wind)
11922,Autobahn,16-Oct-12,8,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,835,Auto,Gut
11923,Landesstrasse,15. Jul.,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1630,Bus,Unbekannt
11924,nicht klassifiziert,10. Aug.,44,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1915,Auto,Gut
11925,nicht klassifiziert,24. Jul.,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,weiblich,1203,Auto,Gut
11926,Bundesstrasse,5. Jul.,60,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1832,Auto,Gut
11927,Bundesstrasse,13. Dez.,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,130,Auto,Gut
11928,Bundesstrasse,25. Apr.,33,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1235,Auto,Gut
11929,nicht klassifiziert,25. Dez.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1045,Auto,Gut
11930,nicht klassifiziert,27. Sep.,19,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,5,Auto,Gut
11931,nicht klassifiziert,19. Mai.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1217,Auto,Gut
11932,nicht klassifiziert,03-Dec-09,19,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1245,Auto,Gut
11933,Landesstrasse,14-May-11,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1915,Auto,Gut
11934,nicht klassifiziert,09-Mar-12,50,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,840,Bus,Gut
11935,Bundesstrasse,13. Sep.,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1020,Auto,Gut
11936,nicht klassifiziert,18-Mar-12,43,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,39,Auto,Gut
11937,Landesstrasse,26. Sep.,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,weiblich,1144,Auto,Regen
11938,nicht klassifiziert,2. Jan.,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1350,Auto,Gut
11939,nicht klassifiziert,14. Sep.,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1115,Auto,Gut
11940,nicht klassifiziert,24. Aug.,63,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,weiblich,1725,Auto,Regen
11941,nicht klassifiziert,10. Sep.,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2243,Auto,Regen
11942,Bundesstrasse,16-Mar-12,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1320,Auto,Gut
11943,Bundesstrasse,19. Apr.,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,830,Auto,Gut
11944,nicht klassifiziert,13. Sep.,40,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,8,2,trocken,männlich,1215,Bus,Gut
11945,nicht klassifiziert,14-Dec-09,18,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,männlich,2120,Auto,Regen
11946,Bundesstrasse,30. Mai.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,1805,Auto,Gut
11947,Bundesstrasse,28-Mar-09,40,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,weiblich,1715,Auto,Regen (starker Wind)
11948,nicht klassifiziert,4. Nov.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,750,Fahrrad,Gut
11949,nicht klassifiziert,20. Jun.,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1305,Fahrrad,Gut
11950,Bundesstrasse,6. Apr.,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,1415,Auto,Gut
11951,nicht klassifiziert,12-Mar-11,31,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,nass / feucht,männlich,135,Auto,Gut
11952,nicht klassifiziert,1. Nov.,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1400,Bus,Unbekannt
11953,nicht klassifiziert,17. Aug.,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1540,Auto,Gut
11954,Bundesstrasse,22-Dec-12,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,800,Transporter,Regen
11955,Bundesstrasse,4. Aug.,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1515,Auto,Gut
11956,Bundesstrasse,14. Aug.,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,1,trocken,weiblich,945,Bus,Gut
11957,nicht klassifiziert,04-Oct-11,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1520,Auto,Gut
11958,nicht klassifiziert,13. Jan.,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,nass / feucht,weiblich,25,Auto,Gut
11959,Bundesstrasse,27. Jun.,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1520,Auto,Gut
11960,Bundesstrasse,28. Okt.,46,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1750,Mottorrad (500cc),Regen
11961,Bundesstrasse,23. Aug.,25,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,2,3,nass / feucht,weiblich,2210,Auto,Regen
11962,nicht klassifiziert,10. Aug.,86,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1430,Auto,Gut
11963,Autobahn,04-Dec-09,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1015,Auto,Gut
11964,nicht klassifiziert,19. Jul.,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1345,Auto,Gut
11965,nicht klassifiziert,19. Nov.,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1140,Auto,Gut
11966,nicht klassifiziert,17-May-12,28,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,weiblich,1855,Auto,Gut
11967,Autobahn,25. Jul.,55,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,12,1,trocken,männlich,1350,Kleinbus,Gut
11968,nicht klassifiziert,14. Sep.,12,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1645,Fahrrad,Gut
11969,Bundesstrasse,23. Jul.,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Auto,Gut
11970,nicht klassifiziert,23. Jan.,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1135,Auto,Gut
11971,Bundesstrasse,17. Sep.,63,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Mottorrad (125cc),Gut
11972,nicht klassifiziert,23. Apr.,16,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,845,Mottorrad,Regen
11973,nicht klassifiziert,11-May-09,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1830,Auto,Gut
11974,Landesstrasse,21. Aug.,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,4,trocken,männlich,1235,Fahrrad,Gut
11975,nicht klassifiziert,31. Jul.,50,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1346,Mottorrad (500cc),Gut
11976,nicht klassifiziert,22. Aug.,4,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1300,Auto,Gut
11977,Bundesstrasse,15-Dec-11,65,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1550,Auto,Gut
11978,nicht klassifiziert,23-Oct-10,13,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1735,Fahrrad,Gut
11979,nicht klassifiziert,15. Mrz.,17,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,männlich,1925,Auto,Gut
11980,Landesstrasse,21. Jun.,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1910,Auto,Gut
11981,nicht klassifiziert,29. Okt.,11,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1421,Auto,Gut
11982,nicht klassifiziert,30. Aug.,64,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1045,Bus,Gut
11983,nicht klassifiziert,15. Jun.,27,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,männlich,1250,Bus,Regen
11984,Bundesstrasse,2. Feb.,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1512,Auto,Gut
11985,nicht klassifiziert,5. Jan.,15,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1609,Auto,Gut
11986,Bundesstrasse,22. Apr.,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1400,Fahrrad,Gut
11987,Bundesstrasse,7. Apr.,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,4,trocken,männlich,1600,Auto,Gut
11988,Bundesstrasse,3. Jul.,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,945,Auto,Gut
11989,Bundesstrasse,28. Apr.,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,3,trocken,weiblich,1745,Auto,Gut
11990,nicht klassifiziert,20. Jan.,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,405,Taxi,Regen
11991,nicht klassifiziert,8. Jun.,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,1524,Auto,Gut
11992,nicht klassifiziert,22. Mai.,23,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,4,2,trocken,männlich,1850,Auto,Gut
11993,nicht klassifiziert,29. Sep.,18,Passagier,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,156,Auto,Gut
11994,Bundesstrasse,18-Mar-12,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1305,Fahrrad,Gut
11995,Bundesstrasse,27. Nov.,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,weiblich,918,Auto,Gut
11996,Bundesstrasse,20. Jul.,84,Passagier,3,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,1925,Auto,Regen
11997,Bundesstrasse,21-Dec-11,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1530,Auto,Gut
11998,Bundesstrasse,14. Feb.,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,trocken,weiblich,825,Auto,Gut
11999,Landesstrasse,25. Jul.,24,Fahrer,3,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,5,trocken,männlich,2355,Auto,Gut
12000,Autobahn,16. Jan.,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,927,Auto,Regen
12001,Bundesstrasse,22. Sep.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1320,Auto,Gut
12002,unbefestigte Strasse,15. Jun.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,7,3,trocken,männlich,1831,Auto,Gut
12003,Bundesstrasse,7. Nov.,62,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1235,Auto,Gut
12004,nicht klassifiziert,25-Mar-09,31,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,trocken,weiblich,1813,Auto,Gut
12005,nicht klassifiziert,28. Feb.,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1712,Auto,Gut
12006,Bundesstrasse,15. Aug.,41,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,720,Fahrrad,Gut
12007,nicht klassifiziert,05-Dec-12,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,845,Fahrrad,Gut
12008,nicht klassifiziert,20. Mrz.,32,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1128,Auto,Gut
12009,nicht klassifiziert,13. Nov.,45,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2030,Taxi,Gut
